Company,TypeName,Ram(GB),Weight(kg),Touchscreen,IPS,PPI,Cpu_Brand,HDD(GB),SSD(GB),Hybrid(GB),Flash_Storage(GB),Gpu_Brand,Os,Price_BDT
HP,2 in 1 Convertible,8,1.48,1,0,220.84282406840083,Intel Core i7,0,256,0,0,Intel,Windows,12.28688275098639
Lenovo,Notebook,32,2.5,0,1,282.42399616439724,Other Intel processors,0,1024,0,0,Nvidia,Windows,13.288684270271146
Asus,Notebook,4,2.0,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Others/No OS/Linux,11.118044150401708
Lenovo,2 in 1 Convertible,4,1.74,1,1,157.3505121487356,Intel Core i3,0,256,0,0,Intel,Windows,11.236025060883124
HP,2 in 1 Convertible,8,1.28,1,0,165.6321180513006,Intel Core i7,0,256,0,0,Intel,Windows,12.639269645376228
Asus,Notebook,4,2.37,0,0,100.45466986113652,Intel Core i7,0,256,0,0,Intel,Windows,11.537013016499287
Lenovo,Notebook,8,1.8,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,11.874445651738808
Lenovo,Notebook,8,2.3,0,0,141.21199808219862,Intel Core i5,1024,128,0,0,Nvidia,Windows,11.4999820593343
Acer,Gaming,8,2.4,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,Nvidia,Others/No OS/Linux,11.473997508959393
Dell,Notebook,8,2.33,0,0,141.21199808219862,Intel Core i7,0,256,0,0,AMD,Others/No OS/Linux,11.449740693766254
Lenovo,2 in 1 Convertible,16,2.0,1,1,282.42399616439724,Intel Core i7,0,512,0,0,Nvidia,Windows,12.340979341990671
Razer,Ultrabook,8,1.25,1,0,352.4651472131677,Intel Core i7,0,256,0,0,Intel,Windows,11.72823843716925
Acer,2 in 1 Convertible,8,1.6,1,1,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows,11.69864955989372
Dell,Notebook,4,2.18,0,0,100.45466986113652,Intel Core i3,1024,0,0,0,Intel,Windows,11.16622914002769
Dell,Notebook,4,1.8,0,0,100.45466986113652,Other Intel processors,512,0,0,0,Intel,Windows,10.525219286685545
HP,Netbook,2,1.17,0,0,135.0942111925629,Other Intel processors,0,0,0,32,Intel,Windows,10.134202369346657
Lenovo,Notebook,4,2.1,0,0,100.45466986113652,Intel Core i5,512,0,0,0,Intel,Windows,11.083464751305844
HP,Notebook,4,1.95,0,0,157.3505121487356,Intel Core i5,0,128,0,0,Intel,Windows,11.934723134365951
Toshiba,Notebook,8,1.95,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,11.865165589618847
LG,Ultrabook,16,1.08,1,1,141.21199808219862,Intel Core i7,0,512,0,0,Intel,Windows,12.441113146656358
Dell,Notebook,4,1.9,0,0,100.45466986113652,Intel Core i5,512,0,0,0,Intel,Windows,11.507279556783402
Lenovo,Notebook,8,1.9,0,0,141.21199808219862,Intel Core i5,1024,128,0,0,AMD,Windows,11.492620711629865
Dell,2 in 1 Convertible,16,2.77,1,0,127.33567457123112,Intel Core i7,0,512,0,0,Nvidia,Windows,12.28688275098639
HP,Gaming,8,2.75,0,1,127.33567457123112,Intel Core i5,1024,128,0,0,Nvidia,Windows,12.035408871953685
Dell,Gaming,8,2.65,0,0,141.21199808219862,Intel Core i5,0,0,1024,0,Nvidia,Windows,11.647299002890838
Lenovo,Notebook,8,2.05,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows,11.397189083487625
Dell,Gaming,32,4.42,0,1,127.33567457123112,Intel Core i7,1024,256,0,0,Nvidia,Windows,12.84673635003306
Dell,Notebook,8,1.98,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,Intel,Others/No OS/Linux,11.379439785586554
Asus,Gaming,8,3.2,0,0,127.33567457123112,AMD Processor,1024,256,0,0,AMD,Windows,12.227334991232588
Lenovo,Ultrabook,8,1.13,0,1,157.3505121487356,Intel Core i7,0,0,0,256,Intel,Windows,12.417001905164804
Asus,Gaming,16,2.2,0,1,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows,12.070522072875882
Dell,Notebook,8,2.18,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows,11.470237146617263
Asus,Gaming,8,3.0,0,0,127.33567457123112,Intel Core i7,1024,0,0,0,Nvidia,Windows,11.737907325558078
HP,Notebook,8,1.16,1,0,276.053530085501,Other Intel processors,0,256,0,0,Intel,Windows,12.229691511128808
Lenovo,Notebook,4,2.2,0,0,141.21199808219862,Intel Core i7,1024,0,0,0,Nvidia,Windows,11.475254749948958
Mediacom,Notebook,4,1.4,0,1,161.72539083525606,Other Intel processors,32,0,0,0,Intel,Windows,10.371614421769005
HP,Notebook,8,2.1,0,0,141.21199808219862,Intel Core i7,1024,0,0,0,AMD,Windows,11.405273436913294
Acer,Notebook,2,2.19,0,0,100.45466986113652,Other Intel processors,0,16,0,0,Intel,Others/No OS/Linux,10.085183913936165
Acer,Notebook,12,2.15,1,1,141.21199808219862,Intel Core i7,1024,0,0,0,Intel,Windows,11.282618819846302
Dell,2 in 1 Convertible,8,1.62,1,0,165.6321180513006,Intel Core i7,0,256,0,0,Intel,Windows,11.474018302654745
Apple,Ultrabook,4,1.08,0,0,135.0942111925629,Intel Core i5,0,0,0,256,Intel,Mac OS,11.657787423603802
Lenovo,Notebook,8,1.7,0,0,157.3505121487356,Intel Core i5,0,180,0,0,Intel,Windows,11.881138587375505
Asus,2 in 1 Convertible,8,1.1,1,0,165.6321180513006,Intel Core i7,0,1024,0,0,Intel,Windows,12.104449581335809
Asus,Ultrabook,8,1.7,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows,11.748345352759198
Dell,Notebook,8,2.0,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Nvidia,Windows,11.833086828163935
Asus,Notebook,4,2.0,0,0,141.21199808219862,Intel Core i3,0,256,0,0,Intel,Others/No OS/Linux,10.820158212228568
Dell,Gaming,16,4.36,0,0,169.78089942830815,Intel Core i7,1024,512,0,0,Nvidia,Windows,12.71415751686316
Lenovo,Netbook,16,1.3,1,1,176.23257360658386,Intel Core i7,0,512,0,0,Intel,Windows,12.200426737343347
Acer,Notebook,4,2.4,0,0,100.45466986113652,Intel Core i3,512,0,0,0,Intel,Windows,10.901137048778104
Lenovo,Ultrabook,8,1.3,1,1,176.23257360658386,Intel Core i7,0,256,0,0,Intel,Windows,12.238181591447791
Dell,Notebook,8,1.9,0,0,141.21199808219862,Intel Core i5,0,128,0,0,Intel,Windows,11.643076149435274
Lenovo,Notebook,2,1.15,0,0,135.0942111925629,Other Intel processors,0,0,0,32,Intel,Windows,10.510395784979163
Lenovo,Notebook,4,1.85,0,0,141.21199808219862,Intel Core i3,1024,0,0,0,Intel,Windows,10.898903648375788
Asus,Gaming,32,3.58,0,1,127.33567457123112,Intel Core i7,0,512,0,0,Nvidia,Windows,11.945726842597908
HP,Notebook,4,1.86,0,0,100.45466986113652,Intel Core i3,512,0,0,0,Intel,Others/No OS/Linux,10.69151300145826
Asus,Ultrabook,16,1.1,0,0,157.3505121487356,Intel Core i7,0,512,0,0,Intel,Windows,12.341507849754784
Toshiba,Notebook,8,1.05,0,0,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows,12.088307734709534
HP,Notebook,8,2.04,0,0,100.45466986113652,AMD Processor,2048,0,0,0,AMD,Windows,11.236025060883124
Asus,Gaming,16,2.2,0,0,141.21199808219862,Intel Core i7,1024,256,0,0,Nvidia,Windows,12.595330455393924
Dell,Gaming,32,4.36,0,0,254.67134914246225,Intel Core i7,1024,1024,0,0,Nvidia,Windows,12.99695207032682
Dell,Gaming,16,2.72,1,1,282.42399616439724,Intel Core i7,1024,128,0,0,Nvidia,Windows,11.794051090822764
Acer,Netbook,4,1.4,0,0,135.0942111925629,Other Intel processors,0,128,0,0,Intel,Windows,10.86723422556658
HP,Ultrabook,8,1.26,0,0,176.23257360658386,Intel Core i7,0,256,0,0,Intel,Windows,11.988581837316932
Lenovo,Workstation,16,2.3,0,1,282.42399616439724,Intel Core i7,0,512,0,0,Nvidia,Windows,12.59369620217534
Lenovo,Ultrabook,8,0.99,1,1,234.9767648087785,Other Intel processors,0,512,0,0,Intel,Windows,12.035408871953685
Lenovo,Gaming,8,2.5,0,1,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows,11.872765395052117
Lenovo,Notebook,4,2.2,0,0,141.21199808219862,AMD Processor,0,128,0,0,AMD,Windows,10.780850328399447
HP,Notebook,8,2.5,0,0,127.33567457123112,Intel Core i5,0,256,0,0,Intel,Windows,11.624922907423684
Acer,Gaming,16,4.2,0,1,127.33567457123112,Intel Core i7,1024,256,0,0,Nvidia,Windows,12.654779218877351
HP,Ultrabook,8,1.26,0,0,125.36742798669836,Intel Core i5,0,256,0,0,Intel,Windows,12.338871269745493
HP,Notebook,6,2.71,0,1,127.33567457123112,Intel Core i5,2048,0,0,0,AMD,Windows,11.341543848214608
Dell,Notebook,8,1.9,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows,11.81028555397328
Dell,Notebook,8,2.8,0,0,127.33567457123112,Intel Core i7,1024,128,0,0,AMD,Windows,11.83243318590085
HP,Notebook,4,1.88,0,0,100.45466986113652,Intel Core i5,512,0,0,0,Intel,Windows,11.629222953302936
HP,Notebook,4,1.96,0,0,100.45466986113652,Other Intel processors,1024,0,0,0,Intel,Windows,11.006506783022443
HP,Ultrabook,8,1.26,0,0,176.23257360658386,Intel Core i5,0,256,0,0,Intel,Windows,11.881138587375505
Asus,Gaming,32,3.8,0,1,127.33567457123112,Intel Core i7,0,512,0,0,Nvidia,Windows,12.728914780958563
Asus,Notebook,8,2.0,0,0,157.3505121487356,Intel Core i7,1024,256,0,0,Intel,Windows,11.987835786687665
Dell,Notebook,8,2.02,0,0,141.21199808219862,Intel Core i7,2048,128,0,0,AMD,Windows,11.670117230291716
Lenovo,Notebook,4,2.2,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,Nvidia,Others/No OS/Linux,11.00449696580396
HP,Notebook,8,2.54,0,0,106.11306214269258,Intel Core i3,1024,0,0,0,Intel,Windows,10.98425828974124
Lenovo,Notebook,8,1.95,0,1,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows,12.028953532527243
Mediacom,2 in 1 Convertible,4,1.16,1,1,189.90579052433608,Other Intel processors,0,32,0,0,Intel,Windows,10.49232921628676
Lenovo,Notebook,8,1.75,0,1,157.3505121487356,Intel Core i5,0,256,0,0,AMD,Windows,11.8094161276284
Lenovo,Notebook,4,1.44,0,0,165.6321180513006,Intel Core i5,0,128,0,0,Intel,Windows,11.572947552358071
Apple,Ultrabook,8,0.92,0,1,226.4155471693585,Other Intel processors,0,0,0,512,Intel,Mac OS,11.945726842597908
Lenovo,Ultrabook,8,1.17,0,1,209.8006828649808,Intel Core i7,0,512,0,0,Intel,Windows,12.22238881001511
HP,Notebook,4,1.32,0,1,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows,11.341543848214608
Toshiba,Notebook,4,1.47,0,1,157.3505121487356,Intel Core i5,0,128,0,0,Intel,Windows,11.799494418134536
Dell,Notebook,8,2.36,0,0,100.45466986113652,Intel Core i7,1024,0,0,0,AMD,Windows,11.410626923348222
Dell,Gaming,16,4.42,0,1,127.33567457123112,Intel Core i7,1024,256,0,0,Nvidia,Windows,12.598324170832088
Lenovo,Notebook,8,1.65,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,11.996042733361348
Toshiba,Notebook,8,2.2,0,0,100.45466986113652,Intel Core i7,512,0,0,0,Nvidia,Windows,11.491395346419866
HP,Notebook,8,2.1,0,1,100.45466986113652,Intel Core i7,1024,0,0,0,Intel,Windows,11.596512652776497
MSI,Gaming,16,1.6,0,1,157.3505121487356,Intel Core i7,1024,256,0,0,Nvidia,Windows,12.336758744142063
Lenovo,Notebook,4,1.44,0,0,111.93520355955212,Other Intel processors,0,0,0,32,Intel,Windows,10.468630892511706
Dell,Gaming,16,4.42,0,1,127.33567457123112,Intel Core i7,1024,256,0,0,Nvidia,Windows,12.692533852843548
Dell,2 in 1 Convertible,8,1.34,1,0,176.23257360658386,Intel Core i5,0,256,0,0,Intel,Windows,12.212477093203168
Microsoft,Ultrabook,8,1.252,1,0,200.84255993695703,Intel Core i7,0,256,0,0,Intel,Windows,12.32443773398318
Lenovo,Notebook,4,2.2,0,0,141.21199808219862,Intel Core i3,1024,0,0,0,Intel,Others/No OS/Linux,10.942491369598926
Dell,Notebook,8,2.06,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,Intel,Windows,11.653608721935166
HP,Notebook,8,2.2,0,1,141.21199808219862,Intel Core i5,1024,128,0,0,Nvidia,Windows,11.794051090822764
HP,2 in 1 Convertible,8,1.58,1,1,117.82653006268644,Intel Core i5,0,256,0,0,Intel,Windows,11.521240796573942
Dell,Gaming,32,4.42,0,1,127.33567457123112,Intel Core i7,1024,1024,0,0,Nvidia,Windows,12.97747170040917
HP,Notebook,8,1.43,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,12.11374351797104
Lenovo,Ultrabook,24,1.32,0,0,209.8006828649808,Intel Core i7,0,512,0,0,Intel,Windows,12.567592832298754
Dell,Notebook,8,2.2,0,0,141.21199808219862,Intel Core i7,0,256,0,0,AMD,Others/No OS/Linux,11.410649077385242
HP,Notebook,8,2.63,0,0,106.11306214269258,Intel Core i5,1024,0,0,0,Nvidia,Windows,11.605340548935004
MSI,Gaming,16,1.7,0,0,157.3505121487356,Intel Core i7,1024,256,0,0,Nvidia,Windows,12.27006570543081
MSI,Gaming,16,3.78,0,1,127.33567457123112,Intel Core i7,1024,256,0,0,Nvidia,Windows,12.135086717796888
Toshiba,Ultrabook,8,1.1,1,0,176.23257360658386,Intel Core i7,0,512,0,0,Intel,Windows,12.281866338914297
Dell,Ultrabook,8,1.23,1,0,276.053530085501,Intel Core i5,0,256,0,0,Intel,Others/No OS/Linux,11.794051090822764
Lenovo,Notebook,4,2.79,0,0,106.11306214269258,Intel Core i5,1024,0,0,0,Nvidia,Windows,11.170322473618691
Lenovo,Notebook,4,1.7,0,1,157.3505121487356,Intel Core i3,0,128,0,0,Intel,Windows,11.187153772771104
Lenovo,Notebook,8,2.2,0,0,141.21199808219862,Intel Core i7,1024,0,0,0,Nvidia,Others/No OS/Linux,11.355745200582604
HP,Netbook,8,0.97,0,0,176.23257360658386,Other Intel processors,0,512,0,0,Intel,Windows,12.345708492999185
Dell,Gaming,8,2.62,0,1,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows,11.847209595145904
HP,Notebook,8,2.1,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Nvidia,Windows,11.570675370511132
Chuwi,Notebook,4,1.89,0,0,141.21199808219862,Other Intel processors,0,0,0,64,Intel,Windows,10.293094244709836
Asus,Notebook,8,2.69,0,0,127.33567457123112,Intel Core i7,1024,128,0,0,Nvidia,Others/No OS/Linux,11.581994333569329
Lenovo,2 in 1 Convertible,8,1.27,1,1,209.8006828649808,Intel Core i7,0,256,0,0,Intel,Windows,12.5493750746181
Lenovo,Ultrabook,8,1.32,0,1,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,12.28688275098639
Lenovo,Notebook,4,1.9,0,0,100.45466986113652,Other Intel processors,1024,0,0,0,Intel,Others/No OS/Linux,10.322724064728211
Lenovo,Notebook,8,1.1,0,1,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows,11.69864955989372
MSI,Gaming,16,2.43,0,1,127.33567457123112,Intel Core i7,1024,256,0,0,Nvidia,Windows,12.36696199798822
Acer,Gaming,8,2.7,0,1,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows,11.93076041679246
Lenovo,Notebook,4,1.7,0,0,111.93520355955212,Intel Core i5,0,0,512,0,Intel,Windows,11.701651469437175
Lenovo,Notebook,4,1.9,0,0,100.45466986113652,Intel Core i3,1024,0,0,0,Intel,Others/No OS/Linux,10.617882394259103
Lenovo,Notebook,8,2.6,0,1,141.21199808219862,Intel Core i7,1024,0,0,0,Nvidia,Windows,11.59317738152729
Lenovo,Ultrabook,8,1.7,0,0,157.3505121487356,Intel Core i7,0,256,0,0,Intel,Windows,12.104449581335809
Apple,Ultrabook,16,1.83,0,1,220.53462386625827,Intel Core i7,0,512,0,0,AMD,Mac OS,12.630810828981923
Dell,Ultrabook,8,1.23,1,0,276.053530085501,Intel Core i7,0,256,0,0,Intel,Windows,12.021007328065156
Lenovo,Notebook,4,1.9,0,0,100.45466986113652,Intel Core i3,512,0,0,0,Intel,Others/No OS/Linux,10.901137048778104
Acer,Notebook,4,2.4,0,0,100.45466986113652,Other Intel processors,512,0,0,0,Intel,Others/No OS/Linux,10.458320492295115
Dell,Notebook,8,2.06,1,0,282.42399616439724,Intel Core i5,0,256,0,0,Nvidia,Windows,12.258693558242385
Dell,Notebook,4,2.25,0,0,100.45466986113652,Intel Core i3,1024,0,0,0,AMD,Others/No OS/Linux,10.935265353017014
Toshiba,Notebook,8,2.0,0,1,141.21199808219862,Intel Core i7,0,256,0,0,Intel,Windows,12.027514000096748
Lenovo,Netbook,4,1.59,0,1,135.0942111925629,Other Intel processors,0,128,0,0,Intel,Windows,11.107255335846691
HP,Workstation,8,3.14,0,0,106.11306214269258,Intel Core i5,512,0,0,0,Nvidia,Windows,12.320762011833631
Lenovo,Notebook,8,1.75,0,1,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,11.747483621099692
Asus,2 in 1 Convertible,2,1.1,1,0,135.0942111925629,Other Intel processors,0,0,0,32,Intel,Windows,10.408647154675492
Dell,Ultrabook,16,1.2,1,0,276.053530085501,Intel Core i7,0,1024,0,0,Intel,Windows,12.512358097055593
Acer,Notebook,4,1.4,0,0,135.0942111925629,Other Intel processors,0,0,0,128,Intel,Windows,10.976046720208542
Dell,Notebook,4,2.25,0,0,100.45466986113652,Intel Core i3,1024,0,0,0,Intel,Others/No OS/Linux,10.67521483321893
MSI,Gaming,8,2.4,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Nvidia,Windows,11.881138587375505
Acer,Notebook,4,2.1,0,0,100.45466986113652,AMD Processor,512,0,0,0,AMD,Windows,10.783363231708234
HP,Notebook,8,1.91,0,0,141.21199808219862,Intel Core i7,0,256,0,0,AMD,Windows,11.369759234576504
Dell,Gaming,16,4.42,0,1,169.78089942830815,Intel Core i7,1024,256,0,0,Nvidia,Windows,12.728914780958563
Acer,Notebook,2,1.68,0,0,111.93520355955212,Other Intel processors,0,0,0,32,Intel,Others/No OS/Linux,10.590968711469449
Lenovo,Notebook,8,1.7,0,1,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,12.087632519036884
Mediacom,Notebook,4,1.4,0,0,157.3505121487356,Other Intel processors,0,32,0,0,Intel,Windows,10.309319260105164
HP,2 in 1 Convertible,8,1.4,1,0,135.0942111925629,Other Intel processors,0,0,0,64,Intel,Others/No OS/Linux,10.996450580805538
Asus,Notebook,8,2.3,0,0,141.21199808219862,Intel Core i3,1024,0,0,0,Nvidia,Others/No OS/Linux,11.183810100082576
Asus,2 in 1 Convertible,8,1.2,0,0,176.23257360658386,Other Intel processors,0,0,0,64,Intel,Others/No OS/Linux,11.847209595145904
Dell,Notebook,4,2.2,0,0,100.45466986113652,Other Intel processors,512,0,0,0,Intel,Others/No OS/Linux,10.57262376313457
Dell,Notebook,4,1.65,0,0,117.82653006268644,Intel Core i3,512,0,0,0,Intel,Windows,11.535948391727764
Asus,2 in 1 Convertible,8,2.2,1,0,100.45466986113652,Intel Core i5,1024,0,0,0,Intel,Windows,11.397189083487625
Asus,Notebook,8,2.0,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Nvidia,Windows,11.43698350439507
Lenovo,Notebook,8,1.7,0,0,157.3505121487356,Intel Core i5,0,180,0,0,Intel,Windows,12.01006992698034
HP,Ultrabook,8,1.84,0,0,141.21199808219862,Intel Core i7,0,512,0,0,Intel,Windows,12.028237011920506
Acer,Notebook,4,2.4,0,0,100.45466986113652,Other Intel processors,512,0,0,0,Intel,Others/No OS/Linux,10.458320492295115
Dell,Notebook,8,1.64,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,11.9462975263314
HP,Notebook,4,1.86,0,0,100.45466986113652,Intel Core i3,512,0,0,0,AMD,Windows,10.87568591634858
Lenovo,Notebook,4,1.9,0,0,100.45466986113652,Intel Core i3,1024,0,0,0,AMD,Others/No OS/Linux,10.699980720954688
HP,Notebook,4,1.44,0,0,111.93520355955212,Other Intel processors,0,32,0,0,Intel,Windows,10.22560728293294
Dell,Notebook,8,2.18,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows,11.411966359988895
Asus,Gaming,16,2.9,0,0,127.33567457123112,Intel Core i7,1024,256,0,0,Nvidia,Windows,12.041109555032364
Apple,Ultrabook,16,1.83,0,1,220.53462386625827,Intel Core i7,0,256,0,0,AMD,Mac OS,12.59163772159847
Lenovo,2 in 1 Convertible,8,1.37,1,1,165.6321180513006,Intel Core i7,0,512,0,0,Intel,Windows,12.405222639857698
Lenovo,2 in 1 Convertible,8,1.3,1,1,276.053530085501,Intel Core i5,0,256,0,0,Intel,Windows,11.881138587375505
Asus,Ultrabook,16,1.63,0,0,141.21199808219862,Intel Core i7,0,512,0,0,Nvidia,Windows,12.083554667706853
Lenovo,2 in 1 Convertible,8,1.3,1,1,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows,11.733088579191058
Acer,Netbook,4,1.25,0,1,135.0942111925629,Other Intel processors,0,0,0,32,Intel,Others/No OS/Linux,10.485619369994788
MSI,Gaming,8,2.2,0,1,141.21199808219862,Intel Core i7,1024,0,0,0,Nvidia,Windows,11.524102765560354
Asus,Gaming,16,4.3,0,1,127.33567457123112,Intel Core i7,1024,256,0,0,Nvidia,Windows,12.554067526483788
Lenovo,Notebook,4,2.2,0,0,100.45466986113652,Other Intel processors,512,0,0,0,Intel,Windows,10.82976821843963
Asus,Gaming,12,2.2,0,0,127.33567457123112,Intel Core i5,1024,128,0,0,Nvidia,Windows,12.01439142340582
HP,Ultrabook,8,1.54,0,0,209.8006828649808,Intel Core i7,0,256,0,0,Intel,Windows,12.487285084965691
Lenovo,Notebook,8,2.3,0,1,141.21199808219862,Intel Core i5,0,256,0,0,Nvidia,Windows,11.71157138468404
HP,Notebook,8,2.31,0,0,111.93520355955212,Intel Core i5,0,256,0,0,Intel,Windows,11.816542400434315
Lenovo,2 in 1 Convertible,8,1.38,1,1,158.48253022174808,Intel Core i7,0,256,0,0,Intel,Windows,11.999011575046008
Lenovo,Notebook,8,2.8,0,0,106.11306214269258,Intel Core i5,1024,0,0,0,Intel,Others/No OS/Linux,11.081603942316836
Dell,Gaming,16,2.62,0,0,141.21199808219862,Intel Core i7,1024,256,0,0,Nvidia,Windows,12.091015266893484
Dell,2 in 1 Convertible,16,1.22,1,0,276.053530085501,Intel Core i7,0,512,0,0,Intel,Windows,12.340979341990671
Asus,Notebook,4,2.2,0,0,100.45466986113652,Other Intel processors,512,0,0,0,Intel,Windows,10.702682512534036
Lenovo,2 in 1 Convertible,16,1.36,1,0,209.8006828649808,Intel Core i7,0,512,0,0,Intel,Windows,12.61554305503218
Dell,Notebook,16,2.2,0,0,141.21199808219862,Intel Core i7,2048,256,0,0,AMD,Windows,11.897874891619509
Lenovo,Notebook,6,2.8,0,0,106.11306214269258,Intel Core i5,1024,128,0,0,Nvidia,Windows,11.369759234576504
Asus,Notebook,4,2.2,0,0,141.21199808219862,AMD Processor,1024,128,0,0,AMD,Windows,11.146257903569976
Dell,2 in 1 Convertible,8,1.6,1,1,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows,11.881138587375505
Asus,Notebook,8,2.3,0,0,141.21199808219862,Intel Core i5,128,0,0,0,Intel,Windows,11.17201137792151
HP,Notebook,8,1.86,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Others/No OS/Linux,11.146257903569976
Apple,Ultrabook,16,2.04,0,1,220.53462386625827,Intel Core i7,0,0,0,256,Intel,Mac OS,12.460443509260957
Asus,2 in 1 Convertible,12,2.26,1,0,141.21199808219862,Intel Core i7,2048,512,0,0,Nvidia,Windows,11.794051090822764
Dell,Ultrabook,16,1.21,1,1,331.2642361026012,Intel Core i7,0,1024,0,0,Intel,Windows,12.61554305503218
